feed_id,sply_fips,used_qnty,avg_total_cost,avg_dist
corn stover,47079,21523,50.23,99.4
corn stover,21123,14478,52.03,115.8
corn stover,21145,6791,53.12,127.7
corn stover,47099,9769,54.11,119.9
corn stover,21029,889,54.67,138.4
corn stover,31133,14366,57.78,43
corn stover,20131,51409,59.71,88.2
corn stover,6047,274596,60.10,43
corn stover,17003,377,60.56,164
corn stover,6101,6246,63.12,143.8
corn stover,6077,245032,64.28,60
corn stover,31079,298242,64.74,6.9
corn stover,6099,72000,64.89,35.2
corn stover,20117,35636,64.90,69.8
corn stover,31185,339057,65.78,13.2
corn stover,31083,109162,66.88,12.8
corn stover,31059,305336,66.99,18.7
corn stover,6039,37434,67.25,71.5
corn stover,31137,267524,67.27,18.4
corn stover,31159,180508,67.29,14.8
corn stover,31019,294101,67.36,20.5
corn stover,31089,176303,67.48,13.5
corn stover,31177,82956,67.92,12.3
corn stover,46091,114054,68.00,11.9
corn stover,31001,299684,68.20,25.4
corn stover,31081,318674,68.24,24.3
corn stover,31169,164599,68.62,24.4
corn stover,18077,4584,68.82,209.3
corn stover,31119,154146,69.07,20.7
corn stover,31129,112698,69.18,21
corn stover,31003,255245,69.21,26.1
corn stover,31021,170672,69.30,20.3
corn stover,48421,68296,69.50,21.1
corn stover,21151,604,69.55,202.2
corn stover,31099,270029,69.56,31.6
corn stover,31093,146757,69.57,25.9
corn stover,31011,134546,69.68,17.9
corn stover,31151,127405,69.70,21.2
corn stover,31077,100244,70.04,28.5
corn stover,46099,114200,70.07,31.5
corn stover,31143,183610,70.09,31.5
corn stover,31095,125372,70.13,22.3
corn stover,46109,145116,70.17,22.2
corn stover,31035,244635,70.23,31.9
corn stover,31047,332304,70.56,35.3
corn stover,31037,107023,70.58,28.5
corn stover,46061,70376,70.65,19.1
corn stover,48205,208740,70.68,36.5
corn stover,46013,310570,70.78,26
corn stover,31061,130194,70.85,35.1
corn stover,21049,1568,70.86,213.4
corn stover,31139,146757,71.30,35
corn stover,46115,260337,71.32,27.2
corn stover,21141,86104,71.42,69
corn stover,21017,1774,71.49,212.5
corn stover,31181,70325,71.65,27
corn stover,31141,245173,71.69,31.5
corn stover,46035,67124,71.71,32.5
corn stover,31125,106006,71.93,37.2
corn stover,6067,80386,72.36,97.3
corn stover,31039,143745,72.45,38.1
corn stover,31027,188809,72.60,41.3
corn stover,19129,198935,72.66,103.3
corn stover,38021,85278,72.68,26.9
corn stover,31127,79387,72.84,26.3
corn stover,46037,109890,72.93,31.4
corn stover,38045,77346,73.00,0
corn stover,21227,49442,73.01,78.3
corn stover,46011,49302,73.04,40
corn stover,46077,131815,73.10,19.9
corn stover,31055,32823,73.11,34.7
corn stover,46009,57079,73.23,33.2
corn stover,46057,112113,73.46,40
corn stover,31175,103397,74.07,49.4
corn stover,38081,98923,74.12,34.7
corn stover,46079,150782,74.19,42.8
corn stover,20085,33654,74.22,109.6
corn stover,31153,47561,74.22,43.9
corn stover,46027,67138,74.45,37.9
corn stover,31173,111195,74.54,45.1
corn stover,46049,127316,74.72,32.4
corn stover,46097,36918,74.73,32.5
corn stover,31101,113460,74.80,46.6
corn stover,46135,76360,75.06,45.2
corn stover,31053,173646,75.15,45.1
corn stover,31121,175499,75.24,55.6
corn stover,48341,44015,75.43,15.5
corn stover,31149,19273,75.45,57.4
corn stover,31029,170833,75.81,44.7
corn stover,46087,95918,76.13,22.4
corn stover,6095,26982,76.53,113.7
corn stover,31041,308665,76.55,62.7
corn stover,46067,55119,76.91,31.8
corn stover,46107,66678,76.94,23.4
corn stover,31015,16662,77.16,48.5
corn stover,31147,99903,77.20,32.9
corn stover,31067,121832,77.39,35.8
corn stover,46125,144959,77.45,48
corn stover,31063,100968,77.58,49.3
corn stover,31135,155032,77.70,19.5
corn stover,19137,142646,77.82,109.8
corn stover,20043,120353,77.96,88.4
corn stover,46083,141453,78.08,54.7
corn stover,46005,171012,78.24,45.9
corn stover,31155,180607,78.33,57.4
corn stover,46101,158612,78.36,71.7
corn stover,46129,57785,78.37,50
corn stover,8125,169253,78.46,0.1
corn stover,46119,90987,78.57,43.8
corn stover,31073,101069,78.57,71.4
corn stover,31163,86932,78.68,69.9
corn stover,38077,113469,78.70,67.6
corn stover,6031,92688,78.77,114
corn stover,31025,140300,78.83,59.7
corn stover,20013,149455,79.14,60.2
corn stover,46023,132721,79.16,58.2
corn stover,31043,82241,79.28,67.7
corn stover,21215,4853,79.30,161.4
corn stover,46029,97241,79.35,68.3
corn stover,48111,115779,79.38,59.4
corn stover,27133,165474,79.39,0.6
corn stover,38091,17712,79.42,19.1
corn stover,46051,113842,79.47,69.3
corn stover,46039,96679,79.69,66.8
corn stover,27103,175816,79.72,0
corn stover,38093,119818,79.85,43.5
corn stover,19083,234987,79.94,0
corn stover,19041,213880,79.94,0
corn stover,46045,141999,80.31,58.4
corn stover,31107,161703,80.66,63.4
corn stover,27043,163092,80.68,7.6
corn stover,31051,124409,80.70,70.6
corn stover,19109,178043,80.71,3
corn stover,31023,175819,80.73,72.9
corn stover,31131,83481,80.75,29.8
corn stover,31109,90311,80.82,59
corn stover,46043,65402,80.88,66.5
corn stover,27127,288245,81.27,0
corn stover,17203,179222,81.40,0
corn stover,38073,82205,81.46,56.1
corn stover,19173,56998,81.55,114.7
corn stover,46059,171077,81.71,64.4
corn stover,27143,228347,81.80,10.9
corn stover,46111,52459,81.82,68.6
corn stover,26045,25297,81.88,4.1
corn stover,19057,1984,81.91,0
corn stover,17107,213920,82.00,4.1
corn stover,39137,52371,82.11,7.6
corn stover,27073,218104,82.14,11
corn stover,27091,195005,82.23,15
corn stover,46127,103893,82.40,60.8
corn stover,27155,61235,82.46,10.7
corn stover,31085,54703,82.58,33.4
corn stover,6107,430810,82.64,151.2
corn stover,46025,115320,82.68,67.2
corn stover,20083,1156,82.69,261
corn stover,27049,163605,82.74,17.8
corn stover,20027,6166,82.89,126.2
corn stover,19119,275573,83.07,16.1
corn stover,39113,8519,83.07,4.5
corn stover,31097,22830,83.32,8.5
corn stover,27045,147840,83.50,12.4
corn stover,27047,211400,83.53,8.8
corn stover,19161,198360,83.57,12.8
corn stover,18181,87375,83.60,14.8
corn stover,18073,95511,83.62,14.1
corn stover,46069,35306,83.62,44.6
corn stover,19037,159752,83.98,18.2
corn stover,19033,182962,84.05,15
corn stover,38039,12936,84.16,34.5
corn stover,39033,88819,84.31,19.8
corn stover,17201,81482,84.41,13.7
corn stover,55055,30053,84.48,15.7
corn stover,29087,44756,84.49,18.5
corn stover,21185,4386,84.55,152.9
corn stover,55105,174263,84.55,16.1
corn stover,27085,163480,84.57,23.2
corn stover,27011,101510,84.65,16.9
corn stover,19055,162008,84.75,21.9
corn stover,39001,6985,84.79,275
corn stover,27015,227287,84.85,25.6
corn stover,18085,113977,84.95,12.8
corn stover,19075,202332,84.97,24.3
corn stover,27033,22119,84.97,26.2
corn stover,17141,225474,85.10,25
corn stover,27131,102074,85.19,15.4
corn stover,18099,80647,85.20,13.9
corn stover,55139,18729,85.28,18.9
corn stover,27171,14987,85.28,23.7
corn stover,18111,87882,85.30,24.1
corn stover,39069,94156,85.30,15.8
corn stover,27013,276884,85.31,28.2
corn stover,18007,14949,85.32,23
corn stover,21101,60093,85.32,14.5
corn stover,19081,190623,85.36,23.7
corn stover,27099,243762,85.36,26
corn stover,17073,192824,85.37,13.6
corn stover,19069,274736,85.38,24.4
corn stover,19091,193479,85.39,23.4
corn stover,21211,37982,85.43,161.9
corn stover,19195,143070,85.46,24.2
corn stover,17195,245057,85.50,26
corn stover,19009,77390,85.50,22.1
corn stover,46021,63328,85.62,74.1
corn stover,19021,185752,85.66,26.3
corn stover,19065,208410,85.66,21.6
corn stover,29133,8589,85.74,198.7
corn stover,19147,188715,85.75,25.5
corn stover,17039,26027,85.86,20.2
corn stover,17011,385014,85.89,29.2
corn stover,17007,95220,85.92,18.4
corn stover,19079,181076,85.95,24.1
corn stover,19093,124838,85.98,13.5
corn stover,17099,193963,86.02,29.2
corn stover,18057,26752,86.05,18.1
corn stover,27149,175282,86.08,25.9
corn stover,31167,83676,86.17,81.2
corn stover,19047,134703,86.23,27.2
corn stover,31145,64017,86.26,73.5
corn stover,17071,103991,86.28,16.4
corn stover,17155,53222,86.33,30.6
corn stover,39057,25553,86.35,24.7
corn stover,17161,84209,86.39,24.7
corn stover,17179,142594,86.45,30.4
corn stover,27039,113712,86.51,38.2
corn stover,18129,11641,86.53,19.7
corn stover,26015,6547,86.56,27.5
corn stover,18159,4263,86.64,31.6
corn stover,55135,51530,86.64,25.2
corn stover,19105,118767,86.71,16.5
corn stover,17143,133589,86.74,25.7
corn stover,39135,45755,86.79,21.9
corn stover,46089,74956,86.82,82.8
corn stover,39023,51060,86.83,30.8
corn stover,27147,134126,86.87,33
corn stover,27117,141169,86.88,28.4
corn stover,46065,32282,86.89,62
corn stover,19023,172579,86.90,32.3
corn stover,27093,123500,86.91,16.2
corn stover,17037,312825,86.91,33.9
corn stover,26065,48228,86.92,30.5
corn stover,20177,3980,86.93,148.6
corn stover,39109,33435,86.93,23.1
corn stover,31057,74857,86.93,73.1
corn stover,27079,121900,86.94,32.5
corn stover,26025,12934,86.97,27.8
corn stover,18063,23676,87.09,22.8
corn stover,19197,201307,87.28,34.1
corn stover,18157,53773,87.32,33.9
corn stover,38029,79883,87.32,75.4
corn stover,18097,6298,87.37,14.5
corn stover,55087,76533,87.39,31.4
corn stover,27105,229620,87.40,28.4
corn stover,27055,9296,87.60,38.9
corn stover,17123,146119,87.66,34.4
corn stover,19043,29397,87.67,37.4
corn stover,27157,91786,87.67,32
corn stover,19141,234405,87.73,38.8
corn stover,38003,79472,87.75,55.9
corn stover,39037,21043,87.79,29.9
corn stover,19115,82605,87.80,24.5
corn stover,27063,202256,87.83,46.1
corn stover,26067,76701,87.84,34.7
corn stover,20061,2320,87.91,149.2
corn stover,17187,193116,87.91,30.8
corn stover,27161,162226,87.96,39.9
corn stover,18049,73262,87.97,34
corn stover,27165,191150,88.04,42.6
corn stover,27023,196824,88.09,38.3
corn stover,26037,78044,88.13,36
corn stover,27067,81572,88.18,42.4
corn stover,28027,9674,88.20,20.9
corn stover,39051,74083,88.21,33.1
corn stover,39077,20904,88.25,26
corn stover,27151,260539,88.27,40.4
corn stover,26017,16371,88.28,42.9
corn stover,19113,173148,88.40,30.4
corn stover,19073,143451,88.43,29.5
corn stover,39143,35918,88.46,37.7
corn stover,39063,6469,88.48,38
corn stover,21225,28532,88.53,34.2
corn stover,39139,11954,88.53,33
corn stover,19167,276905,88.57,41.5
corn stover,18015,33437,88.60,38.6
corn stover,19085,185072,88.64,25.1
corn stover,27109,55333,88.68,46.5
corn stover,17167,135613,88.71,38.6
corn stover,19061,6056,88.72,39.9
corn stover,27051,126376,88.73,30.9
corn stover,18163,3807,88.77,5.5
corn stover,27169,88279,88.78,35.5
corn stover,27121,114460,88.78,42.4
corn stover,19089,145517,88.79,41.4
corn stover,17113,156137,88.83,37.7
corn stover,8095,83475,88.83,38.7
corn stover,19087,6541,88.83,28.7
corn stover,39101,28772,88.84,38.5
corn stover,55127,48961,88.88,36.5
corn stover,19155,258234,88.88,33.3
corn stover,18141,57941,88.90,35.7
corn stover,17075,160654,88.94,35.5
corn stover,31017,64121,88.98,125.9
corn stover,27141,12760,89.01,40.3
corn stover,39043,20714,89.02,35.8
corn stover,39003,46468,89.09,34.9
corn stover,18095,22477,89.15,41.1
corn stover,19045,153383,89.19,44.2
corn stover,46003,85188,89.19,107.3
corn stover,21059,52981,89.20,38.7
corn stover,39025,9618,89.21,146.5
corn stover,27129,339567,89.22,42.2
corn stover,19049,98352,89.22,12.5
corn stover,18011,21139,89.22,37.2
corn stover,55137,26490,89.22,40.1
corn stover,19163,78940,89.32,26.6
corn stover,55025,153761,89.34,39
corn stover,26157,30021,89.34,42.3
corn stover,19097,35264,89.35,38.6
corn stover,27019,67505,89.35,38.2
corn stover,18183,15028,89.42,32.4
corn stover,48195,33914,89.47,63
corn stover,19063,58645,89.51,47.9
corn stover,21233,24584,89.60,33.8
corn stover,19035,91544,89.63,46.5
corn stover,19025,159999,89.67,37.5
corn stover,39039,36566,89.74,33
corn stover,19143,177059,89.75,44.2
corn stover,38017,243927,89.80,106.4
corn stover,18177,42194,89.82,37.7
corn stover,21103,5508,89.87,167.9
corn stover,28151,13278,89.91,54
corn stover,55097,33459,89.91,41
corn stover,39005,17598,90.09,40.6
corn stover,20069,29048,90.13,295
corn stover,24021,12911,90.16,24.4
corn stover,17103,304520,90.29,37.3
corn stover,19005,11798,90.34,48.3
corn stover,37171,6926,90.35,27.5
corn stover,39027,28142,90.38,42.6
corn stover,17147,44487,90.40,47.3
corn stover,19015,132769,90.48,44.1
corn stover,28133,43483,90.50,26.1
corn stover,17067,29011,90.51,40.6
corn stover,39021,52966,90.52,43.7
corn stover,19067,154519,90.57,47.1
corn stover,18089,54145,90.59,50.6
corn stover,19077,41440,90.63,42.1
corn stover,19019,239791,90.68,50
corn stover,42001,17296,90.76,17.1
corn stover,26093,22560,90.78,50.7
corn stover,46015,96904,90.78,114.5
corn stover,38035,81960,90.79,90.1
corn stover,29005,76485,90.88,42.9
corn stover,19013,169067,91.09,49.5
corn stover,38047,13863,91.11,49
corn stover,55047,42897,91.16,46.3
corn stover,39097,56784,91.19,52.8
corn stover,19031,149366,91.24,41.3
corn stover,17129,20226,91.25,41.1
corn stover,55133,21555,91.27,40.8
corn stover,55045,29212,91.35,47.9
corn stover,39095,23344,91.40,51.6
corn stover,55115,23875,91.42,51.4
corn stover,18169,13818,91.46,47.2
corn stover,39117,7338,91.49,46.1
corn stover,17193,75590,91.53,41.2
corn stover,27041,48699,91.58,44
corn stover,39165,5557,91.59,39.4
corn stover,27145,212745,91.66,37.5
corn stover,39071,62002,91.67,188
corn stover,19189,35205,91.70,55.7
corn stover,39047,50305,91.71,48.7
corn stover,28083,22812,91.72,59.5
corn stover,39173,121821,91.75,47.1
corn stover,19001,50117,91.76,40.7
corn stover,18067,9441,91.82,53
corn stover,38063,13643,91.84,72.7
corn stover,18113,22039,91.88,44.9
corn stover,55101,31654,91.90,53.9
corn stover,39093,9353,91.90,51.2
corn stover,42133,33233,91.95,40.7
corn stover,18023,36036,92.14,56.4
corn stover,26147,23726,92.17,58.4
corn stover,18017,19763,92.17,41.1
corn stover,39123,24085,92.30,51.7
corn stover,17021,37878,92.33,57.5
corn stover,18051,13831,92.33,28.2
corn stover,21149,18705,92.35,47.2
corn stover,55027,172144,92.36,48.4
corn stover,17185,4933,92.43,41.4
corn stover,38031,32123,92.48,78.5
corn stover,38071,35348,92.53,108.8
corn stover,18171,12150,92.62,46.2
corn stover,18145,26616,92.65,48.6
corn stover,18045,36161,92.66,58.7
corn stover,17109,170046,92.69,52
corn stover,27101,186051,92.71,48.8
corn stover,18107,86639,92.72,54.8
corn stover,26075,27746,92.75,37.1
corn stover,19099,60747,92.75,62.6
corn stover,18081,4561,92.80,42.2
corn stover,19145,42723,92.84,52.8
corn stover,26111,5507,92.85,62.3
corn stover,42055,10194,92.85,36.4
corn stover,26155,35776,92.86,56.5
corn stover,17175,129354,92.87,59.6
corn stover,29021,35688,92.87,55.4
corn stover,39103,8662,92.88,52.5
corn stover,39017,16008,92.93,50.7
corn stover,17111,52225,92.97,58.9
corn stover,26057,61221,93.04,63.5
corn stover,19139,79555,93.09,47.2
corn stover,17095,106581,93.12,58.2
corn stover,47161,820,93.16,163.9
corn stover,27083,177524,93.19,62.3
corn stover,27081,101762,93.19,62.6
corn stover,17019,100888,93.20,60.1
corn stover,18127,19932,93.23,53.8
corn stover,18109,10107,93.26,43.7
corn stover,18135,60288,93.29,53.5
corn stover,21091,4660,93.34,54.8
corn stover,26081,24322,93.49,63.7
corn stover,17105,130230,93.50,61.6
corn stover,26027,27636,93.56,60.3
corn stover,18003,50451,93.63,53.7
corn stover,19111,21764,93.66,27.4
corn stover,18133,36946,93.70,54.8
corn stover,39091,44125,93.71,62.3
corn stover,39175,68478,93.73,61
corn stover,27167,85999,93.76,46.6
corn stover,39065,54057,93.77,60.3
corn stover,18103,6309,93.83,55.8
corn stover,27163,26189,93.84,64
corn stover,27009,11717,93.96,56.1
corn stover,17139,17444,93.96,60.5
corn stover,17059,11180,94.00,54.2
corn stover,18161,17111,94.01,48
corn stover,55009,39590,94.02,52
corn stover,21209,1728,94.04,199.3
corn stover,18147,16240,94.04,29.7
corn stover,19071,75276,94.07,49.4
corn stover,39049,21573,94.12,70.6
corn stover,27053,8473,94.12,71.9
corn stover,39149,30167,94.12,63.3
corn stover,39169,25652,94.16,61.6
corn stover,39011,33759,94.25,56.8
corn stover,55011,14368,94.34,66.1
corn stover,39159,36103,94.35,64.8
corn stover,19169,115600,94.36,62.7
corn stover,26151,119975,94.36,59.3
corn stover,26159,29500,94.38,74.7
corn stover,28119,1548,94.47,37.9
corn stover,24043,13902,94.48,39.1
corn stover,18083,33237,94.52,55.8
corn stover,39147,40590,94.53,60.3
corn stover,24031,11065,94.55,50.2
corn stover,26117,41560,94.65,62.2
corn stover,48069,123471,94.69,133.3
corn stover,26023,44618,94.70,54.8
corn stover,18031,9594,94.77,68.7
corn stover,28135,10319,94.80,57.3
corn stover,18065,4703,94.83,60.8
corn stover,19131,178568,94.91,71
corn stover,18027,13104,95.07,59.2
corn stover,39061,2126,95.16,56.2
corn stover,51107,4728,95.19,54.7
corn stover,18053,34008,95.25,69.7
corn stover,19193,134778,95.30,63
corn stover,17101,20370,95.35,64.6
corn stover,29147,56365,95.44,45
corn stover,18047,6301,95.45,65.1
corn stover,19103,36865,95.46,79.8
corn stover,17057,23524,95.50,65.8
corn stover,18041,8113,95.52,61.5
corn stover,47055,15840,95.61,191.5
corn stover,39107,11422,95.61,63.1
corn stover,18149,39404,95.62,46.4
corn stover,26059,38263,95.63,68.8
corn stover,26161,25668,95.63,65.5
corn stover,18091,61586,95.64,45.2
corn stover,39083,28530,95.67,66.5
corn stover,39161,81389,95.68,56.5
corn stover,18005,27566,95.76,62.9
corn stover,26005,30212,95.78,71.1
corn stover,26145,28100,95.81,75.3
corn stover,26011,11401,95.83,78.6
corn stover,26049,15395,95.83,72.2
corn stover,18121,12580,95.86,65.2
corn stover,19127,131272,95.93,77.3
corn stover,21107,18032,95.96,51.6
corn stover,24025,13982,95.98,60
corn stover,21097,4806,96.00,203.6
corn stover,21213,60172,96.05,199
corn stover,55039,59923,96.06,76.2
corn stover,17089,111411,96.07,75.6
corn stover,26149,56177,96.13,73.1
corn stover,42071,23402,96.14,66.7
corn stover,18131,79123,96.16,51.7
corn stover,27003,3819,96.17,57.3
corn stover,18035,66684,96.20,71.1
corn stover,55063,34082,96.21,62.6
corn stover,18139,67066,96.22,58.1
corn stover,31123,80065,96.34,184.7
corn stover,39041,16081,96.39,71.5
corn stover,38097,69753,96.47,143.1
corn stover,55061,23829,96.53,75.6
corn stover,55117,41245,96.62,72.1
corn stover,17091,72898,96.64,77.1
corn stover,17085,37701,96.66,76.9
corn stover,20081,71546,96.66,326.5
corn stover,55001,13875,96.68,67.6
corn stover,18087,19932,96.71,62.4
corn stover,28143,880,96.71,55
corn stover,37197,8349,96.77,55.3
corn stover,21183,31435,96.80,65.2
corn stover,46073,41091,96.82,116.6
corn stover,26051,5254,96.84,83.6
corn stover,18059,1722,96.91,79.1
corn stover,46031,36652,96.96,113.4
corn stover,20189,64697,96.98,128.3
corn stover,39075,12519,97.02,72.8
corn stover,18021,12337,97.03,73.7
corn stover,26091,33815,97.23,73.4
corn stover,17183,29519,97.23,82.9
corn stover,38051,21658,97.28,92.7
corn stover,19183,88667,97.29,75.7
corn stover,18069,38395,97.47,70.9
corn stover,39125,75291,97.54,66.2
corn stover,19157,24216,97.55,88.5
corn stover,19181,40319,97.58,62.1
corn stover,27153,16874,97.67,74.5
corn stover,26139,35957,97.69,81
corn stover,46085,35822,97.78,119.8
corn stover,28107,8427,97.88,59.6
corn stover,26073,39625,97.98,83.4
corn stover,55141,6331,98.00,71.3
corn stover,55121,27341,98.07,80.9
corn stover,55077,6252,98.14,60.6
